Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
21.53256,77.63429,89.56,25.8,56.9,3639.5,10.42,191.7,Agricultural,Loam,8270.6,0,5,1
10.57914,76.35696,292.93,26.5,100.0,7689.1,18.0,76.6,Agricultural,Clay,9616.0,0,0,1
16.84683,75.50483,35.98,31.9,50.3,576.3,1.43,570.2,Urban,Sandy,5581.9,1,1,0
22.62525,77.25589,51.75,24.7,79.1,3151.0,7.84,253.5,Water Body,Silt,4041.0,1,1,1
27.55399,74.26088,23.87,27.1,53.3,147.2,1.06,270.8,Forest,Sandy,1990.2,1,3,0
15.11789,76.27608,8.43,32.8,58.0,624.7,2.18,765.8,Water Body,Clay,4190.8,0,5,0
16.4271,79.70428,6.29,22.6,47.5,2887.5,6.2,77.8,Forest,Loam,10416.2,0,5,0
16.0707,77.33345,82.17,20.4,58.4,687.3,5.62,736.6,Urban,Loam,3333.2,1,2,0
17.91391,79.70639,102.67,23.7,78.3,4983.0,14.22,163.3,Water Body,Clay,2519.0,0,3,1
26.13424,90.96421,125.06,28.4,74.7,10848.1,18.0,41.8,Agricultural,Alluvial,7988.3,1,1,1
27.50164,70.7738,1.48,31.7,42.4,130.2,0.49,233.5,Agricultural,Clay,5077.2,1,5,0
27.5683,95.28489,152.5,39.5,100.0,10346.1,18.0,88.9,Agricultural,Clay,738.2,1,1,1
26.1369,82.35105,111.76,30.0,87.4,6841.0,18.0,75.2,Forest,Clay,8258.3,0,4,1
11.11574,76.39433,67.73,32.3,61.1,3497.8,8.87,170.5,Agricultural,Clay,3978.2,1,1,1
29.27703,77.51285,27.45,25.7,41.6,2952.9,7.06,224.8,Agricultural,Alluvial,4834.1,1,2,0
29.49691,76.99113,39.47,24.7,46.3,3010.7,5.17,213.0,Water Body,Loam,1913.8,1,2,0
27.41642,71.86218,0.65,26.9,28.8,149.5,0.27,311.0,Water Body,Sandy,3933.4,0,1,0
27.02351,83.85702,3.42,20.4,57.0,3999.0,7.78,34.6,Urban,Loam,3954.6,0,3,0
21.45546,85.80608,117.41,31.1,77.9,7634.5,17.48,34.3,Urban,Clay,10055.4,1,1,1
15.87476,75.0365,4.29,29.6,35.5,316.4,0.2,481.5,Agricultural,Loam,10499.4,1,4,0
20.97947,85.82663,22.22,31.4,44.6,5259.6,11.53,30.1,Agricultural,Clay,1856.6,0,5,1
29.10631,76.99344,21.06,24.5,38.3,1856.6,4.01,222.1,Forest,Silt,8207.9,1,2,0
20.91586,85.78437,3.38,30.1,20.0,4300.9,8.15,20.7,Agricultural,Loam,11828.0,1,2,0
26.28505,85.82292,88.0,28.7,66.2,6518.6,15.66,75.1,Urban,Loam,6473.8,0,2,1
26.99981,94.25124,101.47,25.8,75.7,8480.7,18.0,127.1,Wetland,Alluvial,2160.6,1,7,1
27.06982,93.07955,35.51,25.7,61.1,4916.5,11.62,87.2,Forest,Loam,2937.1,0,0,1
21.70741,77.00692,346.76,30.7,100.0,7591.7,18.0,80.6,Urban,Loam,9758.4,1,2,1
25.82336,84.88516,29.82,30.0,51.4,6474.2,15.5,45.7,Agricultural,Alluvial,1442.6,1,1,1
21.74358,77.07359,44.73,31.7,59.2,2892.5,8.12,129.2,Forest,Sandy,3831.6,0,1,1
17.72222,81.21102,1.06,24.9,54.4,3060.1,7.71,115.0,Agricultural,Alluvial,1495.3,1,6,0
25.56383,87.65412,28.9,31.9,46.2,3803.6,8.71,88.0,Urban,Silt,10775.1,1,6,1
22.88084,75.42021,269.7,26.6,100.0,6145.1,18.0,229.9,Urban,Silt,11730.8,0,0,1
29.35871,77.26381,45.3,28.5,31.8,3345.9,9.05,206.0,Forest,Clay,8966.7,1,0,1
20.99104,86.30833,65.84,32.4,80.3,4939.2,10.68,76.1,Forest,Silt,2676.5,0,7,1
28.82204,77.38556,6.3,34.3,69.5,2700.2,4.59,217.1,Water Body,Alluvial,6178.3,1,1,0
22.61001,74.2696,47.22,25.9,70.5,2671.1,7.47,313.8,Forest,Sandy,11712.1,1,1,0
20.94863,85.45025,57.52,32.1,58.5,4625.1,10.89,67.9,Agricultural,Sandy,4782.9,0,1,1
20.08229,84.64665,10.68,28.4,56.5,4752.4,11.05,50.0,Agricultural,Clay,5682.4,0,4,1
27.6955,90.66316,101.29,20.9,93.3,8120.5,18.0,92.5,Agricultural,Alluvial,8918.6,0,0,1
25.59652,91.87278,13.62,25.1,32.4,7350.3,15.42,50.8,Agricultural,Alluvial,2396.2,1,3,1
20.84448,85.75679,60.3,22.6,61.2,5951.9,13.39,37.3,Water Body,Clay,3960.9,0,3,1
9.94908,76.23355,194.15,17.8,96.2,5839.9,18.0,124.6,Agricultural,Silt,549.7,0,3,1
17.21167,81.23868,3.65,32.8,43.8,1854.7,3.41,81.0,Agricultural,Alluvial,9917.7,1,3,0
26.65816,90.18822,301.31,18.0,100.0,17934.1,18.0,64.0,Agricultural,Alluvial,5948.7,0,5,1
17.59003,81.56197,16.72,26.3,48.7,2244.1,4.88,103.7,Urban,Alluvial,4885.8,0,2,0
29.34863,77.07062,45.03,33.7,88.8,2907.4,7.06,199.7,Water Body,Loam,9939.1,1,2,0
26.2599,93.15852,66.08,31.9,72.1,6434.8,15.47,90.0,Urban,Loam,8853.9,0,6,1
26.41374,81.85898,34.19,26.9,69.4,6004.3,14.61,35.0,Urban,Sandy,880.6,1,2,1
16.17143,75.8615,2.04,31.2,34.3,459.3,2.53,532.9,Agricultural,Sandy,1243.7,0,1,0
29.49027,77.04067,124.29,26.7,67.0,5112.0,14.32,233.7,Urban,Loam,4276.6,1,2,1
27.41501,94.38374,6.76,25.4,47.5,6243.7,10.94,135.3,Agricultural,Clay,11959.7,0,3,1
15.3413,77.36304,47.51,35.2,42.6,327.3,1.82,757.9,Agricultural,Clay,7076.9,0,2,0
9.92452,76.04706,210.88,28.2,93.8,5928.9,18.0,23.1,Agricultural,Loam,5183.9,0,2,1
25.80632,91.2896,100.6,20.7,76.6,9025.0,18.0,86.1,Agricultural,Loam,677.8,1,7,1
10.51986,75.86699,150.39,25.0,88.7,5113.9,14.2,15.9,Agricultural,Clay,1811.7,1,1,1
29.25091,77.41165,20.68,24.8,41.4,2939.5,6.11,204.8,Agricultural,Clay,7291.0,1,0,0
25.28551,70.85115,8.76,25.9,32.0,209.6,0.39,184.4,Urban,Loam,8159.0,1,7,0
28.92463,77.50702,115.42,29.3,81.3,4520.6,12.64,223.1,Forest,Alluvial,1062.6,0,0,1
16.51769,81.8196,73.03,32.5,56.1,3991.9,11.28,100.0,Agricultural,Alluvial,11728.1,1,7,1
29.35217,76.95137,27.88,28.7,55.6,3577.4,8.73,197.6,Agricultural,Alluvial,2796.3,0,3,1
22.18905,74.84581,91.78,27.9,81.1,3641.7,10.56,103.6,Water Body,Alluvial,11493.0,0,1,1
28.16137,71.56966,1.03,27.4,70.4,180.8,0.46,312.5,Water Body,Loam,3574.9,1,0,0
22.66032,75.15808,62.26,24.3,62.1,3366.1,8.32,185.2,Water Body,Alluvial,11447.7,0,3,1
19.11763,75.58149,32.52,29.2,53.4,553.1,1.67,724.1,Forest,Loam,3962.9,1,7,0
21.64986,74.47268,67.74,23.5,84.0,2236.6,7.29,271.5,Agricultural,Loam,11782.4,1,7,1
29.29051,77.47101,31.57,30.6,58.3,2773.0,5.86,224.9,Water Body,Alluvial,11552.4,1,3,0
18.18449,76.5,2.84,29.3,45.2,430.2,0.2,752.2,Urban,Alluvial,5766.1,0,0,0
25.4843,74.43096,0.91,33.5,60.8,89.9,0.2,200.0,Forest,Alluvial,9914.9,1,2,0
26.1368,90.06256,118.93,25.2,94.8,9319.2,18.0,142.4,Urban,Clay,7020.8,1,5,1
24.80054,87.82001,115.25,29.7,76.9,8065.6,18.0,105.9,Urban,Clay,4446.5,0,3,1
27.62283,74.17136,3.18,25.2,52.3,128.4,0.53,171.6,Agricultural,Loam,8363.6,1,5,0
26.87849,80.57929,52.49,29.0,61.9,6030.5,12.51,100.0,Wetland,Silt,1529.5,1,1,1
28.35844,76.81828,4.98,29.5,28.3,2148.0,3.43,235.2,Urban,Alluvial,4614.0,0,8,0
28.6292,76.9068,4.35,24.2,28.8,1789.4,3.33,237.7,Forest,Alluvial,7764.9,0,0,0
29.18915,76.84274,8.84,28.6,27.6,2044.2,4.72,233.2,Agricultural,Clay,2862.5,0,5,0
27.38514,94.86269,36.78,25.2,35.3,7204.4,13.85,61.9,Urban,Loam,2343.8,0,2,1
22.61303,75.55602,7.55,34.9,37.3,1655.9,3.12,229.1,Wetland,Alluvial,3426.7,1,4,0
20.10446,85.44132,14.46,27.2,48.3,3626.8,7.88,81.3,Forest,Alluvial,7681.0,0,0,0
26.85888,73.48287,14.31,37.5,53.2,178.5,1.37,315.2,Water Body,Loam,6802.5,0,2,0
28.50873,77.0999,64.31,24.6,79.4,3346.8,9.26,222.1,Agricultural,Silt,2489.8,0,6,1
27.39355,70.60139,4.56,29.6,34.7,134.2,0.2,288.0,Urban,Alluvial,3856.5,0,6,0
25.75345,82.46441,35.69,29.8,41.0,6722.8,15.14,103.1,Urban,Clay,3675.5,0,5,1
21.35803,85.28681,135.51,30.7,85.8,8030.8,18.0,41.0,Water Body,Alluvial,3381.9,1,1,1
28.31324,77.28738,21.24,34.0,52.5,1671.3,4.44,224.6,Agricultural,Alluvial,8811.3,1,5,0
18.70786,77.34068,27.07,30.9,54.0,452.7,1.7,668.1,Agricultural,Loam,5624.1,1,2,0
20.11691,86.29849,21.68,33.5,37.4,2694.5,6.04,53.2,Wetland,Loam,11502.8,0,2,0
27.12674,91.23739,14.49,32.4,30.8,5356.3,12.17,89.1,Urban,Loam,7362.9,1,4,1
20.51109,85.24259,68.88,23.0,64.0,4151.7,11.42,80.6,Urban,Clay,7173.5,0,5,1
17.98664,81.78838,36.58,31.3,42.8,4970.7,11.62,49.1,Urban,Alluvial,881.4,0,3,1
19.42156,76.79461,6.16,24.7,49.4,431.7,0.35,557.2,Water Body,Alluvial,9585.9,1,2,0
10.58134,75.98288,115.23,29.3,81.8,3484.0,11.11,82.2,Forest,Loam,7388.6,1,2,1
17.87443,81.6955,96.79,29.6,44.8,5395.3,14.51,61.2,Water Body,Alluvial,1208.7,1,2,1
26.14759,73.44853,7.73,31.7,39.9,162.7,0.37,157.3,Forest,Clay,1390.7,1,2,0
16.84711,80.73545,99.31,27.7,94.2,5648.6,14.18,96.1,Agricultural,Sandy,5808.5,1,2,1
18.92107,75.11853,11.52,26.8,52.4,394.3,1.1,465.8,Agricultural,Clay,7022.5,0,1,0
16.42884,81.56981,228.09,30.3,100.0,7838.6,18.0,174.6,Forest,Clay,5991.4,1,1,1
25.71997,92.18908,20.75,23.4,49.4,5228.3,10.8,52.5,Urban,Clay,1587.5,1,6,1
25.70477,85.3257,97.68,29.6,82.7,7721.6,17.89,37.2,Forest,Clay,10606.1,1,6,1
25.45951,71.73877,28.74,32.4,63.6,158.8,0.81,190.4,Forest,Clay,3019.2,1,0,0
17.27768,79.89949,15.25,27.7,41.0,2731.7,7.15,177.5,Agricultural,Alluvial,799.4,0,5,0
25.69943,92.86867,54.01,28.2,60.8,7118.4,16.37,140.5,Agricultural,Sandy,3596.6,0,4,1
19.39542,77.4933,5.37,25.1,22.4,347.4,0.36,461.4,Wetland,Silt,945.1,0,2,0
26.72442,83.97625,16.94,34.2,36.6,5924.6,11.19,108.3,Agricultural,Loam,3048.6,0,1,1
25.88645,91.82234,6.5,33.3,44.8,5138.6,9.62,84.0,Forest,Clay,8532.7,0,2,1
27.04155,81.54847,60.28,25.3,74.2,7191.9,16.43,101.8,Agricultural,Clay,6619.4,1,2,1
21.08678,86.15389,546.01,24.7,100.0,20421.3,18.0,75.5,Urban,Alluvial,9943.4,0,2,1
26.57964,94.68979,23.54,27.2,39.6,5387.4,12.77,73.5,Urban,Alluvial,4259.7,1,1,1
25.62707,74.06456,14.84,30.3,39.1,140.5,0.31,242.1,Urban,Alluvial,9384.0,0,2,0
16.77026,74.87319,0.21,30.8,43.2,529.2,0.2,724.2,Agricultural,Clay,10694.1,1,1,0
18.37435,79.65454,3.37,33.4,42.6,2557.8,3.86,169.0,Agricultural,Sandy,9954.3,1,3,0
17.10221,80.70839,28.78,37.2,47.2,2398.7,5.24,136.8,Agricultural,Loam,7652.5,1,3,0
21.77446,78.30373,0.86,27.5,20.6,2306.9,5.37,195.1,Wetland,Alluvial,6643.4,1,2,0
21.46168,86.54796,87.82,30.1,52.5,6130.5,16.73,49.9,Wetland,Loam,4703.3,1,1,1
27.56017,89.96498,3.62,29.8,20.0,3988.0,8.98,66.4,Forest,Alluvial,9106.9,0,0,0
10.37552,76.29007,101.61,33.8,77.9,4605.6,13.1,193.7,Agricultural,Alluvial,5711.6,0,5,1
19.62369,77.38697,8.56,20.5,35.8,629.3,1.76,536.7,Agricultural,Loam,999.2,0,2,0
27.21878,90.07311,136.61,35.9,88.7,13134.7,18.0,144.3,Forest,Clay,431.4,1,2,1
10.75681,75.8705,161.46,31.3,91.3,4262.8,13.74,123.3,Urban,Sandy,1242.9,0,1,1
9.78416,76.76546,150.79,33.1,83.2,4222.5,13.49,27.0,Water Body,Silt,5252.8,0,1,1
22.10972,74.83896,5.76,24.1,48.0,2194.5,3.56,166.7,Wetland,Loam,3019.7,0,5,0
22.01696,77.55814,35.47,33.2,65.6,2926.2,8.32,129.4,Water Body,Alluvial,9120.9,1,1,0
28.53892,77.31828,13.39,37.0,49.3,2253.0,4.91,226.1,Agricultural,Alluvial,11183.9,0,3,0
25.41946,84.21188,223.34,30.8,100.0,12502.6,18.0,42.0,Water Body,Loam,1722.0,1,5,1
17.95899,80.21701,18.86,29.0,60.0,2412.7,4.73,149.1,Agricultural,Sandy,2955.8,0,3,0
26.90511,84.72551,9.59,33.0,47.7,4568.7,10.34,72.1,Urban,Alluvial,972.0,0,0,1
16.50713,80.54408,226.83,31.1,82.8,8962.8,18.0,151.4,Water Body,Alluvial,5466.4,1,4,1
20.91217,86.89568,23.97,21.2,35.8,4568.9,10.22,20.2,Agricultural,Clay,3359.1,1,4,1
19.86791,85.3695,114.85,26.0,79.5,6028.4,13.89,72.8,Wetland,Loam,4015.2,1,0,1
23.05359,78.40522,101.86,32.8,88.2,3480.8,10.24,228.7,Agricultural,Loam,1589.3,0,0,1
19.71024,76.13374,26.7,41.5,49.8,433.3,0.2,754.3,Forest,Alluvial,3349.4,1,0,0
14.75846,77.07807,8.38,25.0,44.1,481.6,2.44,603.3,Urban,Alluvial,2537.3,0,3,0
15.16181,76.2187,4.53,28.7,47.5,488.7,0.73,488.3,Forest,Loam,10760.1,1,1,0
26.42287,87.3688,84.13,30.5,84.9,8227.2,18.0,116.6,Forest,Silt,1052.1,1,5,1
20.88876,85.25399,3.23,23.6,44.6,2627.2,5.8,82.1,Urban,Clay,11012.1,0,0,0
29.46891,77.02228,98.09,31.0,70.9,3324.5,10.66,200.4,Water Body,Clay,10974.9,1,1,1
27.16143,87.7491,152.15,21.5,89.8,9376.1,18.0,35.0,Wetland,Alluvial,7518.7,0,2,1
18.37514,81.32741,13.56,26.4,41.4,3835.6,7.84,68.3,Urban,Alluvial,7863.8,0,0,0
19.94753,85.06844,12.64,23.3,36.9,3395.9,6.22,26.5,Agricultural,Alluvial,5327.5,0,1,0
27.76688,93.71407,176.25,30.0,98.0,12185.0,18.0,66.8,Forest,Clay,5478.1,0,4,1
27.69152,91.16419,70.69,27.3,72.1,6179.1,13.84,108.7,Forest,Loam,3874.9,1,0,1
9.74057,76.51751,108.77,27.9,83.3,3640.6,10.23,87.0,Forest,Sandy,11023.4,1,4,1
23.18043,75.22154,79.53,22.3,69.2,2938.9,9.02,66.7,Agricultural,Alluvial,5033.4,0,2,1
28.4165,77.78618,23.14,29.9,36.3,2705.8,6.81,231.0,Water Body,Clay,8619.6,1,1,0
27.63497,72.50014,10.47,33.3,48.0,123.1,0.2,175.6,Water Body,Silt,8693.5,0,6,0
25.14635,81.24848,175.76,25.7,93.5,9646.9,18.0,31.5,Agricultural,Alluvial,11533.1,1,5,1
16.98977,79.55157,189.11,24.6,100.0,6595.3,18.0,130.4,Forest,Loam,2088.0,1,1,1
10.08068,75.99567,69.62,29.6,55.8,3937.9,10.69,76.8,Urban,Clay,1013.7,1,0,1
10.367,76.28565,41.27,32.6,72.0,3011.4,6.98,34.8,Agricultural,Clay,11244.8,1,6,1
9.5437,76.82293,24.05,27.9,47.1,2911.7,6.54,97.2,Wetland,Sandy,1852.7,0,0,0
22.10988,76.65559,33.71,31.1,51.6,2416.5,5.2,243.0,Urban,Clay,2960.1,1,9,0
29.02584,76.84156,181.38,25.4,100.0,5609.8,18.0,200.3,Agricultural,Sandy,10354.4,0,8,1
25.1103,70.98642,27.51,24.7,53.5,193.7,0.39,276.6,Urban,Alluvial,8199.2,1,1,0
29.2732,77.59131,114.48,26.9,89.3,4788.1,12.45,200.0,Agricultural,Loam,596.8,1,0,1
9.79289,76.5715,6.09,21.4,54.8,2422.4,5.51,12.7,Forest,Alluvial,9280.3,0,1,0
29.04273,76.97239,66.47,25.4,63.7,2911.6,8.6,233.6,Water Body,Silt,11755.8,1,2,1
22.97297,76.10441,101.25,25.0,63.0,3674.0,10.87,230.7,Urban,Clay,1581.9,0,3,1
26.47221,81.27312,32.79,32.2,58.9,3803.8,7.24,54.7,Urban,Alluvial,5634.9,0,2,1
16.44333,80.86658,178.84,31.9,100.0,5741.6,18.0,150.3,Water Body,Clay,5874.1,1,5,1
10.47463,76.44669,155.38,31.9,100.0,5034.0,15.28,187.6,Forest,Alluvial,9429.8,0,2,1
25.58087,91.64193,88.26,25.6,46.4,8360.1,18.0,99.9,Agricultural,Alluvial,5710.1,1,1,1
16.24864,80.63112,26.88,22.8,53.0,3068.1,7.36,144.1,Water Body,Clay,8783.1,0,6,0
26.69418,91.13591,14.52,36.1,51.8,5034.4,10.52,53.6,Urban,Silt,6125.1,1,0,1
22.6425,73.76012,0.24,29.2,58.0,1439.6,2.52,80.7,Agricultural,Clay,9173.2,1,0,0
26.28934,85.6068,10.1,29.5,57.7,4547.5,9.41,92.9,Forest,Alluvial,9175.9,0,0,1
29.49165,76.97488,13.33,29.2,66.1,1925.5,4.8,223.6,Forest,Sandy,8121.5,1,6,0
26.55182,87.60997,50.83,30.4,41.2,4462.1,11.43,35.6,Agricultural,Alluvial,4684.9,0,6,1
29.34713,77.37168,89.88,26.9,100.0,4039.9,10.37,206.6,Urban,Alluvial,4577.2,0,1,1
18.19639,76.53558,55.45,25.2,65.1,685.0,2.84,724.0,Urban,Alluvial,8558.0,0,6,0
21.94654,77.3364,39.66,33.7,45.9,2832.6,7.25,300.2,Forest,Alluvial,11207.2,0,1,0
16.44272,75.80805,32.03,24.9,58.5,446.9,1.74,503.0,Forest,Alluvial,11836.8,1,2,0
10.33455,75.80436,58.1,24.4,38.3,3766.0,8.62,105.2,Urban,Alluvial,8858.8,1,2,1
25.58376,73.68968,1.08,23.2,38.7,192.7,0.2,294.0,Forest,Loam,10101.0,0,0,0
21.76624,78.3738,41.69,33.4,37.8,2814.7,6.85,277.5,Urban,Clay,7254.0,1,1,0
27.44047,90.91117,90.97,32.6,83.5,8961.4,18.0,131.0,Water Body,Clay,11612.5,1,0,1
29.45376,77.51787,83.89,33.5,54.8,3539.8,11.04,239.6,Urban,Loam,651.7,1,1,1
16.84857,75.81571,14.93,26.7,58.9,664.0,2.06,578.6,Agricultural,Alluvial,11227.6,1,3,0
16.39405,81.34952,29.01,28.4,40.9,4603.5,9.65,133.2,Agricultural,Loam,10509.3,0,8,1
21.95434,75.60756,8.06,35.6,37.1,2075.1,4.98,75.5,Urban,Loam,7771.0,1,5,0
9.82943,76.87801,148.44,29.0,89.1,4756.7,14.05,123.3,Wetland,Sandy,6670.4,1,7,1
9.68083,76.73333,93.6,22.9,81.5,3926.0,11.92,182.1,Agricultural,Alluvial,11024.8,1,1,1
25.13796,73.46523,41.25,30.0,65.3,194.3,1.79,315.5,Urban,Clay,7690.6,1,4,0
18.11634,80.65233,84.45,24.7,73.9,6068.7,13.5,123.8,Water Body,Clay,11057.5,0,2,1
26.89607,80.9781,33.92,29.6,28.0,5981.9,12.78,110.0,Agricultural,Alluvial,5327.6,0,6,1
26.71361,82.65534,12.55,33.2,23.3,4555.7,9.12,109.9,Agricultural,Loam,6117.6,0,4,1
17.10129,75.00394,21.92,31.2,46.1,526.0,2.33,666.3,Forest,Alluvial,8019.1,0,0,0
27.12516,84.37371,68.19,20.8,55.4,5068.9,13.77,35.7,Urban,Alluvial,3476.7,1,7,1
29.25491,76.85536,5.12,33.6,47.8,2449.2,5.13,216.9,Forest,Sandy,6398.7,0,2,0
17.87339,81.20066,33.84,28.7,30.8,3275.7,7.93,77.6,Agricultural,Alluvial,8589.4,0,2,1
16.50046,80.50396,16.3,26.1,53.0,2991.0,5.86,24.1,Urban,Alluvial,9768.5,1,6,0
10.0024,76.81549,248.68,30.6,100.0,6248.7,18.0,49.3,Agricultural,Loam,7676.8,1,7,1
9.35332,76.89842,216.39,33.7,100.0,6442.7,18.0,14.7,Wetland,Alluvial,1274.8,0,3,1
10.84349,76.48575,98.23,30.1,49.3,3221.1,10.33,194.4,Forest,Loam,4080.6,1,1,1
29.18931,77.51301,3.81,25.6,27.8,2454.3,4.02,208.3,Urban,Clay,8485.4,1,2,0
27.6163,72.69906,2.23,29.9,41.5,178.3,0.28,240.5,Agricultural,Loam,10986.2,1,2,0
22.19752,75.8535,12.72,28.0,61.7,1628.3,2.46,63.3,Water Body,Loam,3558.9,0,1,0
26.52662,92.93894,26.25,17.3,73.9,6528.9,13.48,143.9,Water Body,Loam,2666.2,0,3,1
16.28358,79.77499,14.48,29.1,20.0,2603.1,5.96,136.6,Agricultural,Clay,6673.6,1,1,0
22.67789,76.27935,31.86,30.8,40.7,3369.1,8.11,238.9,Agricultural,Silt,7213.5,0,2,0
21.88545,76.50991,5.69,21.2,41.8,1525.9,3.73,238.3,Water Body,Clay,2696.8,0,2,0
25.37449,83.84375,32.85,27.1,42.6,3502.6,9.72,52.6,Agricultural,Loam,10764.7,1,1,1
22.17074,77.46346,62.37,30.2,76.5,3156.0,10.32,125.4,Water Body,Alluvial,3427.9,1,4,1
28.60218,77.49413,32.64,31.7,26.5,3290.5,6.81,190.8,Water Body,Clay,8994.2,1,2,0
25.53086,80.69888,21.91,33.9,44.2,4016.2,9.43,30.4,Urban,Alluvial,4335.2,1,2,1
26.77699,87.35623,7.95,22.2,38.6,5027.3,9.72,67.4,Urban,Silt,5361.0,1,0,1
14.97541,77.39617,12.31,24.6,38.9,514.7,1.51,732.5,Urban,Alluvial,11286.0,0,0,0
29.3204,77.27711,79.58,21.8,59.5,2952.2,8.99,239.7,Urban,Alluvial,5615.2,1,3,1
26.00396,71.62182,2.15,33.1,32.7,169.5,0.2,181.9,Agricultural,Alluvial,10492.3,1,1,0
28.57344,77.53679,317.49,28.3,100.0,9525.9,18.0,212.7,Agricultural,Loam,10547.1,1,5,1
26.76625,94.50756,55.91,27.4,36.1,6308.9,14.25,73.4,Agricultural,Alluvial,1682.3,0,2,1
27.20079,92.23001,41.85,24.1,53.8,6868.8,15.72,76.7,Agricultural,Clay,11712.8,1,1,1
24.94382,84.6408,278.4,32.4,100.0,12883.6,18.0,41.2,Wetland,Clay,4927.3,0,3,1
20.79553,85.91924,129.91,19.7,87.6,6960.2,18.0,65.3,Agricultural,Clay,10318.9,0,2,1
29.21568,76.8194,69.21,31.1,61.2,3376.6,9.22,206.4,Water Body,Sandy,1301.5,1,1,1
25.62878,72.81229,8.39,29.9,34.3,196.7,0.35,341.6,Agricultural,Alluvial,2616.8,1,1,0
25.03423,70.80049,23.13,38.5,45.4,67.3,2.07,257.1,Water Body,Loam,6007.5,0,0,0
25.81226,82.33773,3.27,23.1,50.7,4321.9,9.04,48.0,Agricultural,Clay,11743.1,0,1,0
20.44492,86.686,50.44,30.4,40.8,4460.6,10.69,58.1,Agricultural,Loam,8497.6,1,1,1
10.18236,75.94163,77.36,33.9,58.1,2435.4,7.43,190.0,Water Body,Silt,8206.9,0,3,1
27.52914,90.63799,398.81,26.0,100.0,23570.8,18.0,118.2,Forest,Clay,3796.6,0,2,1
22.17952,78.26852,21.24,35.3,32.9,1547.3,3.69,223.4,Forest,Alluvial,5194.8,1,2,0
26.23751,71.02988,8.53,25.0,58.9,150.9,0.2,284.5,Water Body,Alluvial,9736.1,0,5,0
26.05188,90.27526,95.36,31.9,76.5,10136.2,18.0,142.1,Urban,Alluvial,10042.5,1,2,1
29.28665,76.90128,20.02,36.0,56.5,2510.5,5.96,223.8,Forest,Alluvial,10361.5,1,2,0
20.45192,84.86535,31.78,36.6,71.2,5196.1,11.29,61.7,Agricultural,Clay,6637.2,1,4,1
26.7702,70.57195,0.98,33.6,48.5,136.8,0.56,336.6,Agricultural,Silt,3911.1,1,1,0
26.93081,84.14099,43.99,27.5,55.1,4994.3,10.08,80.0,Forest,Clay,4318.7,0,1,1
28.87827,76.81341,252.73,31.9,100.0,7867.0,18.0,191.0,Urban,Alluvial,5119.1,1,1,1
28.22387,77.45399,25.96,30.0,55.1,2584.2,5.33,220.9,Agricultural,Silt,906.5,0,6,0
16.20417,77.49523,4.24,28.3,20.0,452.3,2.7,798.7,Wetland,Loam,2859.7,0,3,0
17.38937,81.95183,4.43,32.0,62.7,3390.3,7.0,148.7,Agricultural,Clay,1217.3,0,1,0
25.4784,84.18695,15.04,36.7,44.1,4682.9,10.63,90.4,Forest,Alluvial,11371.0,0,4,1
19.87888,85.9975,210.73,25.3,100.0,10780.9,18.0,58.8,Urban,Alluvial,9917.4,1,2,1
22.03454,76.40484,31.75,35.5,62.4,2292.2,5.71,247.1,Water Body,Clay,3444.0,0,2,0
28.69185,77.54973,45.25,29.0,38.1,2927.3,6.21,194.8,Forest,Loam,3046.0,1,3,0
25.50726,71.51907,1.44,32.6,50.1,157.8,0.46,332.9,Agricultural,Alluvial,5799.9,0,4,0
10.39232,75.92387,24.34,26.5,30.6,2958.7,6.33,187.5,Agricultural,Alluvial,3499.6,1,0,0
19.97597,84.75779,1.08,31.0,40.9,4460.5,7.11,22.1,Wetland,Alluvial,10358.3,1,3,0
16.7438,74.82514,0.94,19.9,46.9,638.9,0.87,604.8,Water Body,Loam,5435.0,1,6,0
10.57974,76.56495,6.92,41.4,23.8,1791.1,3.06,166.8,Agricultural,Silt,11181.1,1,2,0
25.61617,90.05012,64.66,25.5,55.4,6905.7,14.99,119.2,Agricultural,Clay,4120.3,1,3,1
9.26839,75.8789,67.79,27.2,65.5,3807.1,9.96,135.4,Water Body,Sandy,11418.0,1,1,1
14.91337,75.08655,3.5,18.8,38.7,323.7,1.04,622.5,Agricultural,Alluvial,10697.9,0,6,0
29.12807,77.28002,11.5,35.8,40.1,1938.3,4.47,210.1,Agricultural,Silt,3097.8,1,2,0
28.45193,77.01456,14.68,22.7,49.5,1321.5,3.35,226.9,Urban,Alluvial,3514.6,1,2,0
20.47367,86.16527,68.27,27.5,43.5,6865.5,15.8,49.3,Wetland,Alluvial,889.5,1,2,1
27.66163,74.43972,2.63,30.7,49.3,225.7,0.2,339.2,Water Body,Clay,4729.2,1,3,0
26.04599,82.88446,30.12,25.8,44.4,3694.3,7.81,68.0,Forest,Loam,6221.3,1,5,1
26.44985,83.10335,316.57,26.3,100.0,15726.1,18.0,38.5,Water Body,Clay,3627.3,0,1,1
22.67239,75.00696,9.79,31.1,20.0,2158.8,6.74,219.0,Agricultural,Alluvial,1225.7,0,2,0
27.39781,92.56596,39.98,25.0,61.5,5278.9,13.15,99.8,Agricultural,Clay,4665.4,0,1,1
