site_id,latitude,longitude,state,district,eco_region,elevation_m,slope_deg,aspect_deg,curvature,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,mean_temperature_c,dist_to_river_km,river_density_km_sqkm,dist_to_road_km,road_density_km_sqkm,ndvi,lulc,pop_density_per_sqkm,housing_quality_score,infrastructure_access,flood_label,landslide_label,wildfire_label,spatial_block_id
IND_S000111,28.20466,91.18045,Sikkim,North Sikkim,Eastern_Himalayas_NE,1244.1,15.02,349.9,1.237,3119.0,2190.7,284.0,26.5,2.99,1.87,1.96,0.65,0.195,Scrubland,97.2,0.24,0.55,0,0,0,28_91
IND_S000112,28.18365,89.66274,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,766.1,29.58,199.1,0.242,2891.4,2088.1,310.7,25.0,2.34,1.15,0.62,1.37,0.424,Settlement,4703.8,0.79,0.6,0,1,0,28_89
IND_S000113,26.58254,73.89245,Rajasthan,Barmer,Arid_West,245.8,5.1,84.6,-0.287,583.2,420.3,75.7,29.2,3.55,0.39,3.71,0.73,0.201,Agricultural,223.3,0.31,0.22,0,0,0,26_73
IND_S000114,16.00697,80.87358,Andhra Pradesh,East Godavari,Deccan_Plateau,410.6,2.95,316.1,-0.216,576.7,452.3,87.4,31.3,20.49,0.69,0.61,0.1,0.155,Settlement,2845.5,0.73,0.9,0,0,0,16_80
IND_S000115,13.39547,75.73894,Kerala,Idukki,Western_Ghats,747.4,15.09,343.0,-0.164,3477.5,2796.4,316.7,25.6,0.67,0.19,1.2,0.99,0.71,Plantation,73.4,0.37,0.26,0,0,0,13_75
IND_S000116,13.47954,80.12425,Tamil Nadu,Nilgiris,Deccan_Plateau,511.1,2.95,53.4,-0.274,916.2,785.1,119.6,27.7,3.83,0.54,8.17,1.18,0.223,Settlement,1406.3,0.51,0.69,0,0,0,13_80
IND_S000117,15.26868,81.14363,Andhra Pradesh,East Godavari,Deccan_Plateau,475.6,1.67,186.1,-0.438,692.9,525.4,64.9,31.5,8.35,0.59,0.5,0.69,0.219,Scrubland,10.4,0.13,0.44,0,0,0,15_81
IND_S000118,25.36617,94.00743,Assam,Morigaon,Eastern_Himalayas_NE,1363.2,35.86,110.4,2.851,3569.8,2773.9,324.3,19.8,3.15,1.35,1.61,1.24,0.324,Agricultural,974.3,0.14,0.58,0,1,0,25_94
IND_S000119,13.51279,79.4259,Andhra Pradesh,East Godavari,Deccan_Plateau,437.6,0.24,94.3,0.183,679.1,520.2,74.5,30.8,11.14,0.24,0.7,0.58,0.333,Scrubland,58.0,0.19,0.1,0,0,0,13_79
IND_S000120,13.58117,74.78636,Maharashtra,Raigad,Western_Ghats,1437.1,23.98,273.8,1.406,3571.2,3027.9,516.0,22.3,2.77,0.34,7.31,0.59,0.569,Settlement,2419.1,0.39,0.73,0,0,0,13_74
IND_S000121,12.45633,80.94263,Andhra Pradesh,East Godavari,Deccan_Plateau,375.2,0.3,89.1,0.252,955.3,812.3,130.8,30.4,9.0,1.2,1.08,1.99,0.51,Agricultural,230.8,0.53,0.35,0,0,0,12_80
IND_S000122,13.51215,81.30464,Telangana,Khammam,Deccan_Plateau,269.4,5.58,242.6,0.134,769.3,652.5,116.9,31.5,17.59,0.27,1.94,0.23,0.02,Agricultural,779.1,0.53,0.6,0,0,0,13_81
IND_S000123,26.50259,84.82219,Bihar,Supaul,Indo_Gangetic_Plain,220.9,6.93,46.4,-0.252,1195.7,1040.6,153.8,30.3,1.03,1.79,9.54,0.05,0.462,Wetland,150.3,0.48,0.29,0,0,0,26_84
IND_S000124,33.72549,79.44208,Uttarakhand,Chamoli,Western_Himalayas,1527.4,21.65,99.1,0.068,1026.6,726.4,96.7,24.2,7.8,0.47,1.89,0.71,0.554,Dense_Forest,16.7,0.36,0.22,0,0,0,33_79
IND_S000125,27.53467,94.8015,Sikkim,North Sikkim,Eastern_Himalayas_NE,404.4,26.8,65.4,2.082,3746.1,2956.1,415.3,29.1,1.16,0.42,4.83,1.26,0.326,Agricultural,129.5,0.46,0.25,0,0,0,27_94
IND_S000126,25.48088,84.61037,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,71.9,0.1,160.4,-0.11,1257.8,924.8,193.9,32.5,1.21,2.21,4.89,1.98,0.709,Wetland,1190.0,0.29,0.39,1,0,0,25_84
IND_S000127,15.82917,79.55493,Andhra Pradesh,East Godavari,Deccan_Plateau,441.1,3.95,27.7,0.222,820.4,720.2,118.0,28.0,5.77,0.7,2.02,0.31,0.266,Agricultural,459.1,0.59,0.33,0,0,0,15_79
IND_S000128,17.79389,77.5831,Tamil Nadu,Nilgiris,Deccan_Plateau,314.3,13.88,295.0,-0.042,793.0,636.8,115.3,33.9,2.66,0.7,0.71,1.27,0.192,Scrubland,138.2,0.41,0.13,0,0,0,17_77
IND_S000129,32.85667,78.65861,Jammu & Kashmir,Doda,Western_Himalayas,1408.7,22.51,131.2,-0.726,1068.6,791.2,151.4,21.5,0.55,0.96,0.05,0.97,0.701,Settlement,1635.4,0.39,0.79,0,0,0,32_78
IND_S000130,11.34495,73.72572,Maharashtra,Raigad,Western_Ghats,528.8,15.47,241.7,1.901,2702.0,1939.5,194.5,31.7,0.8,1.34,1.84,0.86,0.692,Settlement,2226.7,0.69,0.73,0,0,0,11_73
IND_S000131,24.96611,82.35102,West Bengal,Murshidabad,Indo_Gangetic_Plain,33.3,0.19,196.4,0.275,805.4,671.1,143.0,33.8,0.32,1.38,0.81,1.21,0.472,Water_Body,301.2,0.21,0.12,0,0,0,24_82
IND_S000132,26.78567,95.37426,Assam,Morigaon,Eastern_Himalayas_NE,577.6,25.24,67.5,-0.96,2692.0,2087.7,358.3,28.5,1.54,1.7,1.19,2.43,0.414,Scrubland,84.0,0.57,0.5,0,0,0,26_95
IND_S000133,30.30133,75.68584,Jammu & Kashmir,Doda,Western_Himalayas,1981.0,18.6,265.4,-1.307,1304.0,932.8,115.6,22.1,8.58,0.92,4.77,0.05,0.508,Barren_Rocky,424.1,0.51,0.27,0,0,0,30_75
IND_S000134,25.40169,86.37191,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,75.8,1.72,92.3,-0.069,971.0,760.1,133.9,32.8,0.23,1.89,1.43,2.64,0.467,Agricultural,853.7,0.4,0.12,1,0,0,25_86
IND_S000135,23.84423,69.35345,Rajasthan,Barmer,Arid_West,272.3,8.77,74.5,0.559,574.8,469.5,41.4,32.9,1.97,0.62,1.66,1.59,0.301,Agricultural,466.4,0.47,0.18,0,0,0,23_69
IND_S000136,24.84421,84.33446,Bihar,Supaul,Indo_Gangetic_Plain,217.6,1.11,247.6,-0.783,1396.9,1142.3,117.5,35.7,0.81,2.3,1.63,0.66,0.526,Water_Body,205.5,0.48,0.11,1,0,0,24_84
IND_S000137,14.99362,75.97343,Karnataka,Uttara Kannada,Western_Ghats,1409.7,30.66,141.9,-2.523,3721.3,2856.0,281.7,27.5,1.33,0.83,5.27,0.4,0.69,Water_Body,97.0,0.46,0.17,0,0,0,14_75
IND_S000138,21.2498,80.94298,Madhya Pradesh,Balaghat,Central_Plateau,553.8,4.18,28.6,0.175,1329.5,1157.8,146.0,29.5,9.47,0.47,11.72,1.9,0.614,Settlement,9786.8,0.44,0.47,0,0,0,21_80
IND_S000139,26.40356,86.01091,Bihar,Supaul,Indo_Gangetic_Plain,5.0,2.51,94.3,0.532,1619.2,1249.1,273.2,32.8,1.7,2.1,2.17,0.8,0.36,Settlement,1693.1,0.74,0.47,1,0,0,26_86
IND_S000140,27.89075,74.93738,Rajasthan,Jaisalmer,Arid_West,212.9,1.66,72.1,0.023,457.5,391.0,43.0,32.7,4.15,0.14,2.43,1.72,0.272,Barren_Sandy,194.5,0.6,0.32,0,0,0,27_74
IND_S000141,27.66366,71.76062,Gujarat,Kutch,Arid_West,314.0,9.34,112.8,-0.077,428.7,314.8,48.1,29.5,2.0,0.65,2.13,2.06,0.144,Scrubland,61.2,0.55,0.25,0,0,0,27_71
IND_S000142,26.74478,93.50293,Assam,Morigaon,Eastern_Himalayas_NE,976.6,19.14,17.0,-0.414,2388.8,1777.5,324.0,26.0,5.33,1.39,2.85,1.44,0.249,Barren_Sandy,472.2,0.48,0.35,0,0,0,26_93
IND_S000143,25.70103,87.33195,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,55.0,0.44,261.0,-0.36,1236.3,1019.4,147.1,29.6,0.32,1.12,4.22,0.38,0.396,Settlement,3091.7,0.67,0.49,1,0,0,25_87
IND_S000144,26.88099,85.7482,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,136.1,0.28,77.7,-0.285,1350.0,980.1,123.9,35.4,1.08,2.21,2.41,1.04,0.497,Agricultural,309.8,0.38,0.47,0,0,0,26_85
IND_S000145,26.6245,94.2643,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,812.0,29.0,218.9,-1.5,3923.3,3090.0,550.0,26.2,0.52,1.99,12.99,1.49,0.312,Agricultural,474.0,0.46,0.25,0,0,0,26_94
IND_S000146,33.63589,78.66435,Uttarakhand,Rudraprayag,Western_Himalayas,2166.7,50.57,299.3,-2.962,1377.7,1090.2,108.9,17.4,2.42,1.1,10.97,1.68,0.669,Barren_Rocky,639.6,0.48,0.4,0,0,0,33_78
IND_S000147,11.91222,75.3494,Maharashtra,Raigad,Western_Ghats,100.4,32.58,58.9,0.733,3062.6,2634.0,322.9,28.3,3.17,2.35,0.45,0.95,0.904,Settlement,3760.3,0.49,0.85,0,0,0,11_75
IND_S000148,16.92074,73.68867,Kerala,Wayanad,Western_Ghats,865.7,21.96,0.0,0.967,2488.1,2085.2,266.2,29.2,1.3,1.3,3.97,1.28,0.86,Dense_Forest,513.7,0.23,0.55,0,0,0,16_73
IND_S000149,29.78068,76.31628,Jammu & Kashmir,Doda,Western_Himalayas,2326.7,22.92,5.9,0.449,1348.5,1168.7,224.2,19.3,15.05,0.0,6.93,1.67,0.583,Open_Forest,769.5,0.33,0.24,0,0,0,29_76
IND_S000150,26.15101,93.80844,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1136.0,6.44,161.7,-0.558,3873.7,2796.2,246.6,26.1,0.24,2.11,6.82,2.29,0.298,Agricultural,831.0,0.4,0.47,1,0,0,26_93
IND_S000151,28.22277,70.11203,Rajasthan,Jaisalmer,Arid_West,301.3,5.57,214.1,-0.409,469.6,377.1,46.6,32.3,10.96,0.85,5.71,0.74,0.265,Agricultural,36.8,0.47,0.54,0,0,0,28_70
IND_S000152,28.46186,92.31696,Assam,Morigaon,Eastern_Himalayas_NE,1426.4,12.34,45.6,0.136,2037.9,1663.2,145.9,21.8,0.19,1.96,3.47,1.04,0.17,Agricultural,13.5,0.34,0.39,0,0,0,28_92
IND_S000153,31.61789,75.30561,Jammu & Kashmir,Doda,Western_Himalayas,3034.9,24.01,100.3,-0.408,1722.8,1416.0,235.8,15.0,9.78,0.92,2.68,1.41,0.661,Open_Forest,828.1,0.12,0.3,0,1,0,31_75
IND_S000154,27.36171,87.26249,West Bengal,Murshidabad,Indo_Gangetic_Plain,61.2,1.33,3.3,0.141,1522.2,1312.3,110.7,34.0,2.47,1.25,0.97,2.12,0.564,Agricultural,442.6,0.23,0.57,0,0,0,27_87
IND_S000155,28.31472,73.38224,Rajasthan,Jaisalmer,Arid_West,257.8,0.29,157.5,-0.261,345.2,296.8,61.5,31.2,0.89,1.3,1.41,0.34,0.351,Scrubland,463.9,0.57,0.15,0,0,0,28_73
IND_S000156,26.89768,91.45407,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1217.2,13.28,295.7,2.791,2532.4,2129.3,317.7,30.5,0.26,2.15,0.99,0.82,0.546,Agricultural,467.8,0.44,0.37,0,1,0,26_91
IND_S000157,19.43286,81.84718,Odisha,Koraput,Central_Plateau,382.2,0.21,245.7,0.519,1042.5,822.5,69.1,26.6,20.39,1.31,2.42,0.53,0.805,Agricultural,446.7,0.55,0.12,0,0,0,19_81
IND_S000158,21.05302,85.65288,Madhya Pradesh,Balaghat,Central_Plateau,559.7,0.52,85.9,0.531,860.1,692.6,102.4,28.5,5.86,0.62,0.18,0.42,0.68,Settlement,3386.6,0.68,0.56,0,0,1,21_85
IND_S000159,28.21564,92.01559,Assam,Dhemaji,Eastern_Himalayas_NE,1224.6,7.28,253.5,0.015,3153.4,2572.9,462.7,24.5,0.71,1.72,1.64,1.28,0.453,Barren_Sandy,52.9,0.31,0.15,1,1,0,28_92
IND_S000160,21.63522,85.09881,Chhattisgarh,Bastar,Central_Plateau,555.0,6.01,289.0,0.391,1434.6,1105.2,173.9,28.7,15.65,0.62,0.6,0.91,0.815,Dense_Forest,26.9,0.54,0.19,0,0,0,21_85
IND_S000161,27.45698,78.67375,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,55.4,0.39,37.5,-0.581,1153.0,1001.1,128.6,33.9,2.49,2.1,0.49,0.33,0.615,Agricultural,139.0,0.3,0.45,0,0,1,27_78
IND_S000162,14.51967,74.65615,Maharashtra,Raigad,Western_Ghats,789.5,28.46,353.3,-0.761,2184.0,1806.0,392.4,30.0,0.09,2.78,1.02,1.52,0.752,Plantation,10.7,0.58,0.43,0,1,0,14_74
IND_S000163,11.59543,75.95873,Maharashtra,Raigad,Western_Ghats,472.1,19.87,344.0,1.34,3989.2,3262.9,336.5,28.2,10.4,0.41,8.82,0.64,0.92,Agricultural,94.0,0.18,0.13,0,0,0,11_75
IND_S000164,10.92936,74.56606,Karnataka,Kodagu,Western_Ghats,856.0,18.91,277.6,0.489,3331.2,2633.6,338.9,27.0,7.83,0.92,0.68,0.92,0.864,Plantation,133.6,0.47,0.47,0,1,0,10_74
IND_S000165,33.44375,78.61738,Jammu & Kashmir,Doda,Western_Himalayas,1998.3,38.07,354.0,0.281,1045.0,851.5,113.2,19.0,7.88,0.97,1.13,0.14,0.725,Open_Forest,47.1,0.19,0.24,0,1,0,33_78
IND_S000166,14.6595,80.22006,Tamil Nadu,Nilgiris,Deccan_Plateau,492.2,2.24,242.1,-0.156,938.3,760.4,66.4,30.0,0.59,0.33,3.17,0.7,0.138,Agricultural,100.1,0.51,0.42,0,0,0,14_80
IND_S000167,26.59723,80.73937,West Bengal,Murshidabad,Indo_Gangetic_Plain,63.3,3.5,160.0,0.712,985.3,848.4,113.6,26.5,1.14,2.65,4.64,1.63,0.695,Settlement,3684.0,0.72,0.72,0,0,0,26_80
IND_S000168,28.35502,92.50197,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,80.0,40.58,354.8,-0.613,2983.7,2107.6,388.7,31.3,2.26,1.83,0.49,0.05,0.232,Scrubland,60.5,0.2,0.6,0,0,0,28_92
IND_S000169,30.32281,77.01534,Himachal Pradesh,Mandi,Western_Himalayas,2735.8,29.51,257.0,0.952,1294.1,1100.9,201.6,19.3,12.6,0.85,0.09,0.36,0.58,Barren_Rocky,138.3,0.41,0.46,0,1,0,30_77
IND_S000170,12.17015,76.61221,Karnataka,Uttara Kannada,Western_Ghats,1595.3,17.62,62.4,-1.469,3332.9,2793.6,416.9,26.3,10.46,1.16,8.9,0.05,0.65,Dense_Forest,188.5,0.58,0.4,0,0,0,12_76
IND_S000171,22.17526,81.42317,Chhattisgarh,Bastar,Central_Plateau,456.1,4.69,84.6,-0.009,1326.6,969.0,145.3,28.5,8.05,0.69,6.83,1.82,0.59,Dense_Forest,187.1,0.24,0.41,0,0,0,22_81
IND_S000172,34.17544,75.31564,Jammu & Kashmir,Doda,Western_Himalayas,3201.3,22.58,282.0,-0.709,1423.4,1207.9,126.6,11.8,3.91,0.67,0.31,0.24,0.707,Grassland,155.0,0.35,0.13,0,0,0,34_75
IND_S000173,10.56399,75.26337,Karnataka,Uttara Kannada,Western_Ghats,362.2,17.0,216.2,0.792,2887.9,2233.9,229.7,25.5,0.53,1.97,3.12,1.59,0.64,Dense_Forest,120.2,0.56,0.56,0,0,0,10_75
IND_S000174,27.03621,95.1998,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,441.3,7.96,23.0,-1.09,3279.4,2318.6,426.5,32.6,2.71,1.25,2.68,1.49,0.479,Agricultural,463.6,0.39,0.11,0,0,0,27_95
IND_S000175,16.00326,75.05738,Karnataka,Uttara Kannada,Western_Ghats,284.8,10.24,325.0,0.097,2857.2,2421.3,387.9,27.6,1.84,2.81,0.92,0.33,0.807,Plantation,228.0,0.19,0.54,1,0,0,16_75
IND_S000176,25.60318,89.61711,Sikkim,North Sikkim,Eastern_Himalayas_NE,2186.4,12.29,49.3,0.787,2861.4,2407.2,473.8,19.3,1.35,0.74,18.75,1.29,0.359,Agricultural,104.7,0.28,0.54,0,0,0,25_89
IND_S000177,23.63455,83.02287,Odisha,Koraput,Central_Plateau,393.7,1.69,334.1,-0.297,849.7,635.5,85.0,30.1,7.81,0.0,2.91,0.39,0.697,Dense_Forest,101.3,0.15,0.27,0,0,0,23_83
IND_S000178,27.0575,80.96171,Bihar,Supaul,Indo_Gangetic_Plain,80.8,6.61,101.4,0.486,683.6,597.4,78.9,31.4,1.73,1.51,5.65,0.71,0.648,Settlement,3123.3,0.8,0.47,0,0,0,27_80
IND_S000179,23.74416,72.93605,Gujarat,Kutch,Arid_West,340.2,7.32,205.0,-0.776,339.1,269.7,27.4,27.3,7.58,0.01,9.39,0.41,0.269,Scrubland,433.8,0.26,0.16,0,0,0,23_72
IND_S000180,30.58407,74.5307,Himachal Pradesh,Mandi,Western_Himalayas,2849.2,15.15,147.4,0.793,1055.3,749.0,124.7,17.9,5.84,0.91,11.26,1.71,0.455,Dense_Forest,61.1,0.31,0.16,0,0,1,30_74
IND_S000181,24.84274,81.93955,Bihar,Katihar,Indo_Gangetic_Plain,112.5,2.83,151.2,0.123,1228.3,991.8,80.8,31.0,5.9,2.41,2.39,0.9,0.529,Settlement,1155.0,0.48,0.46,0,0,0,24_81
IND_S000182,33.95985,76.3413,Himachal Pradesh,Kullu,Western_Himalayas,2002.5,33.55,104.1,2.025,1835.8,1375.1,155.1,20.6,17.49,0.49,1.42,1.63,0.393,Dense_Forest,141.9,0.47,0.23,0,1,0,33_76
IND_S000183,24.45614,74.01057,Rajasthan,Barmer,Arid_West,332.4,3.55,73.6,-0.202,407.2,336.3,73.9,28.5,3.55,0.5,4.09,1.78,0.199,Agricultural,7.3,0.29,0.47,0,0,0,24_74
IND_S000184,16.57895,80.59278,Telangana,Khammam,Deccan_Plateau,410.2,2.23,102.4,-0.202,955.9,719.0,76.0,32.7,8.46,1.05,1.88,0.05,0.31,Scrubland,75.0,0.17,0.3,0,0,0,16_80
IND_S000185,26.85766,92.64255,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1257.3,21.92,290.5,2.62,2206.0,1715.5,231.6,21.7,0.09,1.36,4.29,1.99,0.217,Scrubland,163.6,0.49,0.34,0,0,0,26_92
IND_S000186,21.84136,80.02401,Odisha,Koraput,Central_Plateau,481.0,3.27,215.2,0.328,1192.9,984.5,152.8,25.9,0.2,0.88,8.98,0.2,0.721,Plantation,184.8,0.52,0.29,0,0,1,21_80
IND_S000187,13.86402,80.23283,Tamil Nadu,Nilgiris,Deccan_Plateau,326.1,12.2,12.9,-0.496,1031.2,745.9,120.0,32.9,6.21,0.1,1.74,1.47,0.11,Barren_Sandy,320.7,0.41,0.36,0,0,0,13_80
IND_S000188,14.87218,75.00696,Karnataka,Uttara Kannada,Western_Ghats,827.4,8.48,177.7,-2.482,2482.2,2050.4,200.3,27.4,1.39,3.06,2.41,0.05,0.576,Plantation,263.2,0.45,0.46,0,0,0,14_75
IND_S000189,13.06055,75.08674,Karnataka,Kodagu,Western_Ghats,492.9,17.46,210.9,-2.957,2754.8,2111.1,263.6,24.6,2.48,1.28,1.23,0.61,0.487,Dense_Forest,237.1,0.23,0.13,0,0,0,13_75
IND_S000190,27.8957,90.58413,Assam,Morigaon,Eastern_Himalayas_NE,1102.6,8.31,325.8,-1.439,4035.4,3240.5,350.9,23.5,1.79,2.15,3.65,1.12,0.41,Barren_Sandy,64.2,0.18,0.36,0,0,0,27_90
IND_S000191,30.97466,77.61304,Jammu & Kashmir,Doda,Western_Himalayas,2464.3,26.03,175.0,-2.634,1597.1,1339.8,224.8,18.6,5.41,0.51,0.76,1.45,0.222,Dense_Forest,522.9,0.57,0.28,0,1,0,30_77
IND_S000192,17.56895,79.29682,Andhra Pradesh,East Godavari,Deccan_Plateau,305.6,1.18,335.5,0.341,1052.6,788.2,123.1,31.6,28.43,0.24,2.5,0.86,0.127,Barren_Sandy,1638.1,0.38,0.49,0,0,0,17_79
IND_S000193,23.86699,69.42594,Gujarat,Kutch,Arid_West,171.1,1.32,273.4,-0.247,411.5,294.3,31.9,30.0,6.92,0.25,3.23,0.53,0.311,Scrubland,184.5,0.55,0.56,0,0,0,23_69
IND_S000194,9.2199,76.44292,Kerala,Idukki,Western_Ghats,557.2,22.76,156.2,-1.108,2421.9,1755.9,230.5,27.1,6.44,1.79,5.07,0.66,0.785,Plantation,264.1,0.59,0.47,0,0,0,9_76
IND_S000195,24.54565,85.24745,West Bengal,Murshidabad,Indo_Gangetic_Plain,72.1,2.1,97.8,-0.075,1187.5,862.2,158.2,37.8,3.58,1.74,1.44,1.51,0.425,Agricultural,1402.5,0.15,0.23,0,0,0,24_85
IND_S000196,26.02493,82.60273,Bihar,Katihar,Indo_Gangetic_Plain,51.5,6.97,122.0,0.404,593.1,493.4,43.8,33.1,0.67,1.87,8.38,0.64,0.618,Settlement,4470.5,0.42,0.76,0,0,0,26_82
IND_S000197,19.45982,83.45229,Chhattisgarh,Bastar,Central_Plateau,361.3,0.35,136.3,-0.252,960.2,805.1,79.7,31.9,4.65,0.3,3.19,1.49,0.77,Plantation,637.7,0.59,0.19,0,0,1,19_83
IND_S000198,12.96573,81.36914,Tamil Nadu,Nilgiris,Deccan_Plateau,504.0,4.02,98.4,0.593,1049.3,795.3,154.4,31.9,11.53,0.66,7.1,1.11,0.16,Barren_Sandy,220.6,0.52,0.26,0,0,0,12_81
IND_S000199,16.52836,78.0649,Telangana,Khammam,Deccan_Plateau,357.9,5.63,20.8,0.21,854.3,605.2,132.9,31.1,10.93,0.42,0.39,1.57,0.498,Scrubland,349.0,0.48,0.21,0,0,0,16_78
IND_S000200,20.01071,84.76402,Chhattisgarh,Bastar,Central_Plateau,456.9,4.06,350.0,-0.575,1479.1,1122.6,140.1,32.5,6.05,0.12,1.7,0.99,0.694,Agricultural,41.8,0.46,0.29,0,0,0,20_84
IND_S000201,10.50397,76.63138,Karnataka,Kodagu,Western_Ghats,1006.8,13.18,104.1,-1.486,2375.3,1883.4,390.7,22.0,3.0,2.85,11.82,0.83,0.672,Settlement,3095.4,0.52,0.69,0,0,0,10_76
IND_S000202,31.63421,75.96705,Jammu & Kashmir,Doda,Western_Himalayas,3249.9,12.27,55.1,3.465,1292.1,1090.4,162.5,13.4,12.35,0.13,1.86,1.25,0.85,Dense_Forest,556.6,0.14,0.36,0,1,0,31_75
IND_S000203,26.74847,94.09486,Assam,Morigaon,Eastern_Himalayas_NE,713.0,21.43,42.4,-0.117,4082.6,3300.7,550.0,28.8,1.88,2.05,6.09,1.44,0.199,Settlement,347.5,0.52,0.43,0,0,0,26_94
IND_S000204,13.86665,81.08474,Andhra Pradesh,East Godavari,Deccan_Plateau,380.6,2.46,190.2,0.352,973.2,847.8,166.5,30.3,1.7,0.54,8.26,0.05,0.339,Settlement,2555.7,0.74,0.9,0,0,0,13_81
IND_S000205,9.20257,75.72187,Kerala,Idukki,Western_Ghats,757.4,33.03,20.1,-0.025,3249.5,2426.6,258.8,24.6,1.35,0.96,1.25,1.64,0.787,Plantation,534.6,0.28,0.24,0,0,0,9_75
IND_S000206,33.73363,79.44386,Jammu & Kashmir,Doda,Western_Himalayas,2285.6,17.24,8.3,-0.546,1061.2,920.8,160.0,18.0,19.45,0.6,0.93,1.53,0.444,Barren_Rocky,14.5,0.13,0.4,0,0,0,33_79
IND_S000207,33.52972,77.16812,Uttarakhand,Rudraprayag,Western_Himalayas,1811.0,28.86,324.5,1.656,1604.9,1339.9,151.3,27.5,16.85,1.55,0.33,1.7,0.428,Open_Forest,527.2,0.24,0.19,0,1,1,33_77
IND_S000208,19.01234,85.50589,Odisha,Koraput,Central_Plateau,308.6,5.1,234.6,-0.582,1167.7,832.1,128.9,32.7,11.72,0.4,1.16,0.47,0.6,Agricultural,971.7,0.49,0.4,0,0,0,19_85
IND_S000209,33.54006,76.43481,Uttarakhand,Chamoli,Western_Himalayas,1589.8,19.74,307.2,-2.422,1653.7,1414.1,214.2,26.8,9.65,0.0,3.15,1.35,0.674,Grassland,309.5,0.26,0.37,0,0,0,33_76
IND_S000210,27.31516,90.58237,Assam,Morigaon,Eastern_Himalayas_NE,1022.5,13.05,170.2,-1.017,1582.8,1337.7,249.6,28.6,0.34,2.3,0.37,1.3,0.302,Scrubland,325.9,0.28,0.21,0,0,0,27_90
IND_S000211,11.07731,74.4476,Maharashtra,Raigad,Western_Ghats,556.4,29.89,14.4,2.273,3335.0,2555.9,281.5,32.1,0.86,1.89,1.02,1.69,0.839,Dense_Forest,1467.7,0.4,0.35,0,0,0,11_74
IND_S000212,20.42884,80.73446,Odisha,Mayurbhanj,Central_Plateau,370.5,1.73,319.2,-0.484,1581.3,1241.1,99.6,33.0,3.33,0.43,2.9,2.04,0.677,Plantation,68.9,0.17,0.1,0,0,1,20_80
IND_S000213,21.99688,81.39739,Odisha,Koraput,Central_Plateau,465.0,5.83,165.7,-0.116,1699.7,1267.0,275.8,26.8,36.6,0.12,0.5,1.1,0.72,Dense_Forest,41.4,0.31,0.5,0,0,0,21_81
IND_S000214,27.03592,95.06593,Assam,Dhemaji,Eastern_Himalayas_NE,211.8,17.91,129.6,-1.159,2233.1,1824.3,362.3,32.7,2.88,0.75,1.78,1.14,0.262,Barren_Sandy,232.9,0.48,0.21,0,0,0,27_95
IND_S000215,21.79225,80.67858,Odisha,Mayurbhanj,Central_Plateau,396.3,0.76,260.5,0.668,1310.0,1064.2,116.2,36.0,12.64,0.25,5.78,0.05,0.854,Settlement,2150.2,0.56,0.42,0,0,0,21_80
IND_S000216,26.42935,92.54565,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1788.5,41.01,300.2,2.295,2202.3,1653.5,287.5,20.1,0.54,1.43,0.56,1.39,0.395,Barren_Sandy,1213.0,0.43,0.44,0,1,0,26_92
IND_S000217,26.13122,82.05371,Bihar,Supaul,Indo_Gangetic_Plain,91.4,1.05,166.8,0.5,1335.3,944.2,155.5,33.0,2.41,1.53,3.04,0.86,0.617,Settlement,1057.4,0.69,0.63,0,0,0,26_82
IND_S000218,19.50266,80.66172,Odisha,Koraput,Central_Plateau,395.9,10.82,30.4,0.285,1349.4,1120.1,240.3,28.1,4.15,0.63,1.2,0.97,0.663,Dense_Forest,232.9,0.31,0.46,0,0,0,19_80
IND_S000219,10.63355,74.12633,Karnataka,Uttara Kannada,Western_Ghats,80.0,8.38,328.0,2.589,2797.6,2104.4,395.2,32.8,0.31,2.2,0.47,1.59,0.719,Dense_Forest,305.3,0.31,0.2,1,0,0,10_74
IND_S000220,13.33393,77.08008,Telangana,Khammam,Deccan_Plateau,458.8,3.07,22.6,0.56,946.9,797.1,67.6,27.5,0.37,1.7,2.89,2.19,0.214,Scrubland,402.7,0.15,0.17,0,0,0,13_77
IND_S000221,22.96984,83.66247,Chhattisgarh,Bastar,Central_Plateau,308.7,2.66,49.3,-0.2,1086.9,879.6,135.7,30.5,5.88,0.5,2.15,1.27,0.523,Water_Body,52.5,0.45,0.3,0,0,0,22_83
